,0,1
746,2018-10-03 14:10:00,3
747,2018-10-03 14:15:00,3
748,2018-10-03 14:20:00,3
749,2018-10-03 14:25:00,3
750,2018-10-03 14:30:00,3
751,2018-10-03 14:35:00,3
752,2018-10-03 14:40:00,3
753,2018-10-03 14:45:00,3
754,2018-10-03 14:50:00,3
755,2018-10-03 14:55:00,3
756,2018-10-03 15:00:00,3
757,2018-10-03 15:05:00,3
758,2018-10-03 15:10:00,3
759,2018-10-03 15:15:00,1
760,2018-10-03 15:20:00,1
761,2018-10-03 15:25:00,3
762,2018-10-03 15:30:00,1
763,2018-10-03 15:35:00,1
764,2018-10-03 15:40:00,1
765,2018-10-03 15:45:00,1
766,2018-10-03 15:50:00,1
767,2018-10-03 15:55:00,1
768,2018-10-03 16:00:00,1
769,2018-10-03 16:05:00,1
770,2018-10-03 16:10:00,1
771,2018-10-03 16:15:00,1
772,2018-10-03 16:20:00,1
773,2018-10-03 16:25:00,1
774,2018-10-03 16:30:00,1
775,2018-10-03 16:35:00,4
776,2018-10-03 16:40:00,4
777,2018-10-03 16:45:00,4
778,2018-10-03 16:50:00,4
779,2018-10-03 16:55:00,4
780,2018-10-03 17:00:00,4
781,2018-10-03 17:05:00,4
782,2018-10-03 17:10:00,4
783,2018-10-03 17:15:00,4
784,2018-10-03 17:20:00,4
785,2018-10-03 17:25:00,4
786,2018-10-03 17:30:00,4
787,2018-10-03 17:35:00,4
788,2018-10-03 17:40:00,4
789,2018-10-03 17:45:00,4
790,2018-10-03 17:50:00,4
791,2018-10-03 17:55:00,4
792,2018-10-03 18:00:00,4
793,2018-10-03 18:05:00,4
794,2018-10-03 18:10:00,4
795,2018-10-03 18:15:00,4
796,2018-10-03 18:20:00,4
797,2018-10-03 18:25:00,4
798,2018-10-03 18:30:00,4
799,2018-10-03 18:35:00,4
800,2018-10-03 18:40:00,4
801,2018-10-03 18:45:00,4
802,2018-10-03 18:50:00,4
803,2018-10-03 18:55:00,4
804,2018-10-03 19:00:00,4
